step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
1,,,,,0.0023107673041522503,0.5790777206420898,0.015632327646017075,0.015632327646017075,,,,
2,,,,,0.0006029350915923715,0.583624541759491,0.01489208173006773,0.01489208173006773,,,,
3,,,,,0.0004961390513926744,0.5804441571235657,0.014759172685444355,0.014759172685444355,,,,
4,,,,,0.000603349762968719,0.5780722498893738,0.014753480441868305,0.014753480441868305,,,,
5,,,,,0.0006099158199504018,0.5761284828186035,0.014708170667290688,0.014708170667290688,,,,
6,,,,,0.0006644428358413279,0.5724256634712219,0.014642862603068352,0.014642862603068352,,,,
7,,,,,0.0006452339002862573,0.5595335364341736,0.014310955069959164,0.014310955069959164,,,,
8,,,,,0.0005297760362736881,0.5719929933547974,0.014564710669219494,0.014564710669219494,,,,
9,,,,,0.0005356730544008315,0.5762482285499573,0.014674042351543903,0.014674042351543903,,,,
10,0.000172584448591806,0.559710681438446,0.014079059474170208,0.014079059474170208,0.000621575047262013,0.5668585300445557,0.014482252299785614,0.014482252299785614,0.0,0.0,148.16779899597168,nan
11,,,,,0.0006729056476615369,0.5637169480323792,0.014429375529289246,0.014429375529289246,,,,
12,,,,,0.0005344782257452607,0.5272991061210632,0.013449715450406075,0.013449715450406075,,,,
13,,,,,0.000615179946180433,0.5370110869407654,0.013732867315411568,0.013732867315411568,,,,
14,,,,,0.0006308856536634266,0.46908625960350037,0.012042599730193615,0.012042599730193615,,,,
15,,,,,0.0005926924641244113,0.4997362196445465,0.012789751403033733,0.012789751403033733,,,,
16,,,,,0.0005125259631313384,0.44942837953567505,0.011491972021758556,0.011491972021758556,,,,
17,,,,,0.000623826461378485,0.4328928291797638,0.011134235188364983,0.011134235188364983,,,,
18,,,,,0.000654705916531384,0.4137800633907318,0.010671855881810188,0.010671855881810188,,,,
19,,,,,0.0005548057379201055,0.38074541091918945,0.009796038269996643,0.009796038269996643,,,,
20,0.0001927123958012089,0.26709651947021484,0.00677376938983798,0.00677376938983798,0.0006196855683811009,0.37898969650268555,0.009784584864974022,0.009784584864974022,16.83168316831683,16.666666666666664,15.156021505594254,nan
21,,,,,0.0006542033515870571,0.32132214307785034,0.008360154926776886,0.008360154926776886,,,,
22,,,,,0.0005935929948464036,0.33195701241493225,0.008595720864832401,0.008595720864832401,,,,
23,,,,,0.0006698848446831107,0.2976000905036926,0.007774944882839918,0.007774944882839918,,,,
24,,,,,0.0005481406697072089,0.3111036717891693,0.008051663637161255,0.008051663637161255,,,,
25,,,,,0.0005686053191311657,0.2677360475063324,0.006977702956646681,0.006977702956646681,,,,
26,,,,,0.0005170605727471411,0.2969234883785248,0.007681618444621563,0.007681618444621563,,,,
27,,,,,0.0005477020749822259,0.3083265423774719,0.007982014678418636,0.007982014678418636,,,,
28,,,,,0.0005371410516090691,0.28077638149261475,0.007287980522960424,0.007287980522960424,,,,
29,,,,,0.0005510704359039664,0.26607850193977356,0.006927497684955597,0.006927497684955597,,,,
30,0.0001811705151339993,0.3060380220413208,0.007741536479443312,0.007741536479443312,0.0005925619625486434,0.25063204765319824,0.006562081631273031,0.006562081631273031,0.0,0.0,298.0283489227295,nan
